,word,part_of_speech
5981,comported,VERB
5982,grasps,VERB
5983,philosophically,ADJ
5984,scraps,NOUN
5985,upholding,VERB
5986,cradled,VERB
5987,51,NUM
5988,.,PUNCT
5989,foremast,ADJ
5990,handles,NOUN
5991,touchest,ADJ
5992,a,DET
5993,-,PUNCT
5994,begging,VERB
5995,dominion,NOUN
5996,savagery,PROPN
5997,bremen,NOUN
5998,allusion,PROPN
5999,main,PROPN
6000,ob,PROPN
6001,amphibious,ADJ
6002,convictions,NOUN
6003,rosy,ADJ
6004,yielded,VERB
6005,dog,NOUN
6006,-,PUNCT
6007,vane,NOUN
6008,worth,ADJ
6009,cursings,NOUN
6010,infixed,VERB
6011,jacob,PROPN
6012,bulb,PROPN
6013,joints,NOUN
6014,bald,ADJ
6015,-,ADJ
6016,headed,ADJ
6017,half,ADV
6018,-,PUNCT
6019,formed,VERB
6020,lightly,ADV
6021,cried,VERB
6022,hamlets,NOUN
6023,confabulations,NOUN
6024,rider,NOUN
6025,adds,VERB
6026,corruption,NOUN
6027,facility,NOUN
6028,complimented,VERB
6029,guided,VERB
6030,brides,NOUN
6031,snake,VERB
6032,everlasting,VERB
6033,polite,ADJ
6034,spotlessness,NOUN
6035,vindictive,ADJ
6036,raked,VERB
6037,originated,NOUN
6038,sauntering,VERB
6039,villain,NOUN
6040,bowline,ADJ
6041,wrest,ADJ
6042,boats,NOUN
6043,',PART
6044,gleaming,VERB
6045,heightened,VERB
6046,recurred,VERB
6047,occurrence,NOUN
6048,rudely,NOUN
6049,centres,NOUN
6050,secreted,VERB
6051,sunny,ADJ
6052,dons,NOUN
6053,ill,ADV
6054,-,PUNCT
6055,will,AUX
6056,operates,VERB
6057,paid,VERB
6058,symbol,NOUN
6059,collect,VERB
6060,reputed,ADJ
6061,ratification,NOUN
6062,ocean,NOUN
6063,-,PUNCT
6064,like,ADJ
6065,engendered,VERB
6066,triumphal,PROPN
6067,ninetieth,PROPN
6068,scoresby,PROPN
6069,speed,NOUN
6070,leo,PROPN
6071,verdigris,PROPN
6072,eventually,ADV
6073,lurked,VERB
6074,sublime,ADJ
6075,downward,ADV
6076,-,PUNCT
6077,reeved,VERB
6078,glue,NOUN
6079,beehive,ADJ
6080,enjoins,NOUN
6081,milling,VERB
6082,vain,ADJ
6083,opportunity,NOUN
6084,gallant,NOUN
6085,mat,NOUN
6086,-,PUNCT
6087,maker,NOUN
6088,treading,NOUN
6089,club,NOUN
6090,-,PUNCT
6091,hammer,NOUN
6092,englishman,NOUN
6093,',PUNCT
6094,and,CCONJ
6095,piling,VERB
6096,suspending,VERB
6097,diving,NOUN
6098,obsolete,ADJ
6099,elevating,VERB
6100,peep,ADJ
6101,untasted,ADJ
6102,plight,NOUN
6103,incrustations,NOUN
6104,crossing,VERB
6105,wrinkles,NOUN
6106,biting,VERB
6107,known,VERB
6108,statutory,NOUN
6109,despite,SCONJ
6110,looks,NOUN
6111,morally,ADV
6112,vast,ADJ
6113,tapping,VERB
6114,twenty,NUM
6115,-,PUNCT
6116,eight,NUM
6117,points,NOUN
6118,jungle,NOUN
6119,after,ADP
6120,-,PUNCT
6121,hold,NOUN
6122,ferreting,NOUN
6123,failures,NOUN
6124,pitches,NOUN
6125,remote,ADJ
6126,roasted,ADJ
6127,shoe,NOUN
6128,loudly,ADV
6129,coincident,ADJ
6130,occupation,NOUN
6131,retrace,NOUN
6132,accounted,VERB
6133,rumor,NOUN
6134,promising,VERB
6135,',PUNCT
6136,say,VERB
6137,beset,NOUN
6138,bracing,VERB
6139,costermongers,NOUN
6140,faulty,ADJ
6141,puzzling,VERB
6142,predictions,NOUN
6143,shore,VERB
6144,con,NOUN
6145,communication,NOUN
6146,seethed,VERB
6147,averted,VERB
6148,gourmand,NOUN
6149,sleep,NOUN
6150,marking,VERB
6151,whale,NOUN
6152,-,PUNCT
6153,craft,NOUN
6154,malady,ADJ
6155,milkiness,NOUN
6156,curious,ADJ
6157,thought,NOUN
6158,-,PUNCT
6159,engendering,NOUN
6160,grotesqueness,NOUN
6161,furnishes,NOUN
6162,intensity,NOUN
6163,spermy,NOUN
6164,adorned,VERB
6165,herding,NOUN
6166,identify,VERB
6167,more,ADV
6168,.,PUNCT
6169,kicking,NOUN
6170,crept,VERB
6171,scowled,VERB
6172,dubious,ADJ
6173,-,PUNCT
6174,looking,VERB
6175,incidents,NOUN
6176,instrument,NOUN
6177,joined,VERB
6178,ornaments,NOUN
6179,previously,ADV
6180,pliny,VERB
6181,deputation,NOUN
6182,continental,NOUN
6183,counted,VERB
6184,forger,NOUN
6185,considering,VERB
6186,delicacy,NOUN
6187,plumage,NOUN
6188,staff,NOUN
6189,unholy,ADJ
6190,blanks,NOUN
6191,sea,NOUN
6192,-,PUNCT
6193,fowl,NOUN
6194,126,NUM
6195,.,PUNCT
6196,remonstrance,NOUN
6197,*,PUNCT
6198,contraction,NOUN
6199,hall,NOUN
6200,maelstrom,VERB
6201,revived,VERB
6202,earthly,ADJ
6203,blackness,NOUN
6204,casually,ADV
6205,revivified,VERB
6206,silenced,ADJ
6207,apprise,NOUN
6208,certainties,VERB
6209,bunger,NOUN
6210,miserable,ADJ
6211,sanely,NOUN
6212,cholo,NOUN
6213,depressed,VERB
6214,dismasted,VERB
6215,encasing,VERB
6216,conductor,NOUN
6217,government,NOUN
6218,historians,NOUN
6219,metres,VERB
6220,peddlin,PROPN
6221,non,ADJ
6222,-,ADJ
6223,valvular,ADJ
6224,spend,NOUN
6225,stript,NOUN
6226,cozening,VERB
6227,creation,NOUN
6228,holes,VERB
6229,wild,ADJ
6230,-,PUNCT
6231,ocean,NOUN
6232,aware,ADJ
6233,blending,VERB
6234,habitual,ADJ
6235,tedious,ADJ
6236,inboard,PROPN
6237,javelin,NOUN
6238,studied,VERB
6239,archangelic,NOUN
6240,durable,ADV
6241,wildly,ADV
6242,bend,VERB
6243,controllable,ADJ
6244,admonish,NOUN
6245,impatient,ADJ
6246,harder,ADJ
6247,corner,NOUN
6248,-,PUNCT
6249,stone,NOUN
6250,blotting,NOUN
6251,inhabitiveness,NOUN
6252,flaming,VERB
6253,practical,ADJ
6254,vigorously,ADV
6255,ivory,NOUN
6256,-,PUNCT
6257,inlaid,VERB
6258,drawings,NOUN
6259,shooks,VERB
6260,uncontaminated,ADJ
6261,curve,NOUN
6262,openmouthed,VERB
6263,magazine,NOUN
6264,cubic,ADJ
6265,chess,NOUN
6266,-,PUNCT
6267,man,NOUN
6268,patrolled,VERB
6269,glistened,ADJ
6270,mesopotamian,ADJ
6271,remind,NOUN
6272,earthquake,NOUN
6273,aggregation,NOUN
6274,fadest,NOUN
6275,roses,NOUN
6276,region,NOUN
6277,boxes,NOUN
6278,convenient,ADJ
6279,booms,NOUN
6280,natural,ADJ
6281,threaten,VERB
6282,obstinacy,NOUN
6283,limbs,NOUN
6284,blessed,VERB
6285,revelation,NOUN
6286,slowly,ADV
6287,apertures,VERB
6288,summer,NOUN
6289,limits,NOUN
6290,flourished,VERB
6291,shipwrecks,NOUN
6292,asked,VERB
6293,triangles,NOUN
6294,morning,NOUN
6295,ellery,NOUN
6296,',PART
6297,stead,ADJ
6298,diaboli,NOUN
6299,cutlets,NOUN
6300,diagonal,ADJ
6301,life,NOUN
6302,-,PUNCT
6303,restless,ADJ
6304,coast,NOUN
6305,snatched,VERB
6306,solomon,PROPN
6307,adapted,VERB
6308,bravery,NOUN
6309,convivial,ADJ
6310,67,NUM
6311,.,PUNCT
6312,legs,NOUN
6313,midmost,NOUN
6314,precipice,NOUN
6315,blunder,NOUN
6316,-,PUNCT
6317,born,VERB
6318,69,NUM
6319,.,PUNCT
6320,individual,ADJ
6321,respecting,VERB
6322,caprices,NOUN
6323,sentinelled,VERB
6324,tigris,NOUN
6325,upraising,VERB
6326,weathering,VERB
6327,flea,NOUN
6328,inches,NOUN
6329,streets,VERB
6330,wedge,VERB
6331,queequeg,PROPN
6332,'s,PART
6333,bosky,NOUN
6334,bolted,VERB
6335,coloured,ADJ
6336,feathering,VERB
6337,constituting,VERB
6338,trinity,NOUN
6339,proud,ADJ
6340,metropolis,NOUN
6341,multiplicity,NOUN
6342,sphere,NOUN
6343,basis,NOUN
6344,bepatched,VERB
6345,frail,NOUN
6346,heads,NOUN
6347,pin,VERB
6348,conflagration,NOUN
6349,drippings,NOUN
6350,intellect,VERB
6351,poniard,NOUN
6352,dante,NOUN
6353,existing,VERB
6354,indite,PROPN
6355,procuring,VERB
6356,boston,PROPN
6357,goose,PROPN
6358,disobey,VERB
6359,prairie,ADJ
6360,compilations,NOUN
6361,winged,VERB
6362,ape,NOUN
6363,intimacy,NOUN
6364,pointing,NOUN
6365,offence,NOUN
6366,stages,VERB
6367,article,NOUN
6368,manifesto,PROPN
6369,pennons,NOUN
6370,rub,VERB
6371,prosperous,ADJ
6372,shipped,VERB
6373,turkish,ADJ
6374,-,PUNCT
6375,rugged,ADJ
6376,evanescence,NOUN
6377,floor,NOUN
6378,-,PUNCT
6379,screwed,VERB
6380,unexaggerated,ADJ
6381,mottled,VERB
6382,observant,ADJ
6383,contrivance,NOUN
6384,cone,NOUN
6385,persisting,VERB
6386,rented,VERB
6387,andes,NOUN
6388,chaps,NOUN
6389,fled,VERB
6390,spelling,VERB
6391,slow,ADJ
6392,-,PUNCT
6393,pacing,NOUN
6394,larboard,PROPN
6395,alabama,PROPN
6396,enthrone,NOUN
6397,counting,NOUN
6398,-,PUNCT
6399,room,NOUN
6400,presbyterian,PROPN
6401,abundance,PROPN
6402,snowy,PROPN
6403,comforted,VERB
6404,interests,NOUN
6405,tamely,ADV
6406,earthy,ADJ
6407,fin,NOUN
6408,-,PUNCT
6409,back,NOUN
6410,inferiors,NOUN
6411,plugged,VERB
6412,requirest,ADJ
6413,marble,NOUN
6414,tom,NOUN
6415,vertically,ADV
6416,fore,NOUN
6417,-,PUNCT
6418,mast,NOUN
6419,-,PUNCT
6420,head,NOUN
6421,circumventing,VERB
6422,bare,ADJ
6423,heedlessly,ADV
6424,worshipped,VERB
6425,inert,ADJ
6426,pupils,NOUN
6427,intertwisting,VERB
6428,long,ADJ
6429,32,NUM
6430,.,PUNCT
6431,guineas,NOUN
6432,judges,NOUN
6433,scroll,PROPN
6434,orbits,PROPN
6435,blazed,ADJ
6436,spitzbergen,NOUN
6437,idealized,VERB
6438,strikes,NOUN
6439,longer,ADV
6440,drive,VERB
6441,squeeze,NOUN
6442,respectable,ADJ
6443,displaced,VERB
6444,grasped,VERB
6445,mend,PROPN
6446,resigned,VERB
6447,express,ADJ
6448,spine,NOUN
6449,learning,VERB
6450,destructive,NOUN
6451,unconditionally,ADV
6452,70,NUM
6453,.,PUNCT
6454,anyways,ADV
6455,unmethodically,ADV
6456,successful,ADJ
6457,fell,VERB
6458,feel,VERB
6459,cork,NOUN
6460,anticipated,VERB
6461,bottling,VERB
6462,lounging,VERB
6463,peasants,NOUN
6464,expandingly,ADV
6465,god,PROPN
6466,-,PUNCT
6467,bullied,VERB
6468,enlarges,NOUN
6469,calais,PROPN
6470,songs,PROPN
6471,pitch,NOUN
6472,-,PUNCT
6473,like,ADJ
6474,unexempt,NOUN
6475,bagging,VERB
6476,actium,NOUN
6477,dark,ADV
6478,-,PUNCT
6479,rolling,ADJ
6480,declines,NOUN
6481,pusie,VERB
6482,harpooneer,ADJ
6483,-,PUNCT
6484,oar,NOUN
6485,cleets,NOUN
6486,fated,VERB
6487,included,VERB
6488,assuredly,ADV
6489,drab,ADJ
6490,-,PUNCT
6491,coloured,ADJ
6492,.....,PUNCT
6493,unsignifying,VERB
6494,upward,ADV
6495,kicks,NOUN
6496,filial,ADJ
6497,parchment,NOUN
6498,-,PUNCT
6499,like,ADJ
6500,self,NOUN
6501,-,PUNCT
6502,esteem,VERB
6503,fencer,ADJ
6504,queens,NOUN
6505,rearward,ADV
6506,endeavored,VERB
6507,specific,ADJ
6508,mount,PROPN
6509,hindoos,PROPN
6510,aunt,NOUN
6511,stuck,VERB
6512,farthingale,NOUN
6513,traditions,NOUN
6514,opulent,ADJ
6515,maimed,VERB
6516,brutes,NOUN
6517,developments,NOUN
6518,blanched,VERB
6519,sparks,VERB
6520,bravadoes,VERB
6521,worshipping,VERB
6522,schmerenburgh,NOUN
6523,railroads,VERB
6524,brand,PROPN
6525,hasty,PROPN
6526,lined,VERB
6527,mutters,NOUN
6528,sheep,ADV
6529,-,PUNCT
6530,shearing,VERB
6531,simple,ADJ
6532,traitors,NOUN
6533,crazy,ADJ
6534,-,PUNCT
6535,witty,ADJ
6536,shoreless,NOUN
6537,vicissitude,NOUN
6538,beheaded,VERB
6539,inwards,NOUN
6540,not,PART
6541,-,PUNCT
6542,yet,ADV
6543,-,PUNCT
6544,subsided,VERB
6545,spin,NOUN
6546,harm,NOUN
6547,terraces,VERB
6548,death,NOUN
6549,-,PUNCT
6550,knell,PROPN
6551,condition,NOUN
6552,foggy,ADJ
6553,gin,PROPN
6554,mungo,PROPN
6555,towing,PROPN
6556,waif,PROPN
6557,-,PUNCT
6558,pole,PROPN
6559,),PUNCT
6560,careful,ADJ
6561,fluking,NOUN
6562,consumed,VERB
6563,smoothe,ADJ
6564,smallness,NOUN
6565,thrills,NOUN
6566,mournful,VERB
6567,ungovernable,ADJ
6568,extremest,ADJ
6569,confounding,VERB
6570,cattegat,NOUN
6571,socket,VERB
6572,far,ADV
6573,-,PUNCT
6574,distant,ADJ
6575,lounges,NOUN
6576,ugly,ADJ
6577,food,NOUN
6578,waterward,NOUN
6579,continue,VERB
6580,succession,NOUN
6581,pronouncing,NOUN
6582,dusky,PROPN
6583,ripple,PROPN
6584,unrifled,VERB
6585,binnacle,NOUN
6586,tending,VERB
6587,',PUNCT
6588,also,ADV
6589,pitiable,ADJ
6590,busts,NOUN
6591,talking,VERB
6592,gambol,NOUN
6593,foremast,NOUN
6594,-,PUNCT
6595,head,NOUN
6596,devoting,VERB
6597,aladdin,PROPN
6598,sandwich,NOUN
6599,conveniently,ADV
6600,clanging,VERB
6601,dismay,PROPN
6602,chronometer,PROPN
6603,phaedon,VERB
6604,thriving,VERB
6605,cloudy,ADJ
6606,basement,NOUN
6607,reaching,VERB
6608,seeing,VERB
6609,haunting,VERB
6610,morquan,NOUN
6611,shipwrecked,VERB
6612,inaccessible,ADJ
6613,slantingly,ADV
6614,clipped,VERB
6615,necessaries,NOUN
6616,noses,VERB
6617,community,NOUN
6618,kneepans,NOUN
6619,liv'st,PROPN
6620,bumps,NOUN
6621,coerced,VERB
6622,carlines,NOUN
6623,mordecai,NOUN
6624,combining,VERB
6625,restored,VERB
6626,impartial,ADJ
6627,walk,NOUN
6628,afire,ADV
6629,hope,NOUN
6630,hunts,NOUN
6631,surmisings,NOUN
6632,adrift,VERB
6633,chasm,NOUN
6634,elevates,VERB
6635,kee,PROPN
6636,-,PUNCT
6637,hee,NOUN
6638,pressure,NOUN
6639,domestic,ADJ
6640,unofficially,ADV
6641,carriage,NOUN
6642,emptied,VERB
6643,tombstones,NOUN
6644,mite,NOUN
6645,undulations,NOUN
6646,arbours,VERB
6647,elemental,ADJ
6648,fagot,NOUN
6649,cooke,VERB
6650,badly,ADV
6651,ignition,NOUN
6652,receiving,VERB
6653,flaw,NOUN
6654,pine,NOUN
6655,-,PUNCT
6656,tree,NOUN
6657,adding,VERB
6658,mild,ADJ
6659,crested,VERB
6660,policy,NOUN
6661,investing,NOUN
6662,scanned,VERB
6663,flingers,NOUN
6664,embattling,VERB
6665,battles,NOUN
6666,canals,NOUN
6667,breast,NOUN
6668,classify,NOUN
6669,inclement,NOUN
6670,borne,ADJ
6671,obeyest,NOUN
6672,sits,VERB
6673,inflexibly,ADV
6674,chamber,NOUN
6675,-,PUNCT
6676,maid,PROPN
6677,noder,NOUN
6678,melancthon,PROPN
6679,boldness,NOUN
6680,',PUNCT
6681,moby,NOUN
6682,speechlessly,ADV
6683,officiating,VERB
6684,quiet,ADJ
6685,lies,VERB
6686,constant,ADJ
6687,execrations,NOUN
6688,hereabouts,VERB
6689,perish,ADJ
6690,feegee,NOUN
6691,marge,NOUN
6692,tabernacles,NOUN
6693,glittered,VERB
6694,moth,PROPN
6695,tasseled,VERB
6696,students,NOUN
6697,a,DET
6698,-,PUNCT
6699,calling,VERB
6700,heir,NOUN
6701,patent,NOUN
6702,destiny,NOUN
6703,continuous,ADJ
6704,spain,PROPN
6705,strangers,NOUN
6706,tarried,VERB
6707,bit,NOUN
6708,assurance,NOUN
6709,anti,ADJ
6710,-,ADJ
6711,scorbutic,ADJ
6712,handle,NOUN
6713,-,PUNCT
6714,ends,NOUN
6715,paints,NOUN
6716,untouchable,ADJ
6717,yawing,VERB
6718,forced,VERB
6719,closer,ADV
6720,frowned,ADJ
6721,pauses,NOUN
6722,wings,NOUN
6723,alternate,ADJ
6724,beseech,PROPN
6725,cursorily,PROPN
6726,abandonment,NOUN
6727,hunters,NOUN
6728,resurrections,NOUN
6729,horrid,NOUN
6730,discharge,NOUN
6731,deviations,NOUN
6732,monied,VERB
6733,sculptures,NOUN
6734,4,NUM
6735,.,PUNCT
6736,oil,NOUN
6737,-,PUNCT
6738,butt,NOUN
6739,proceeded,VERB
6740,sperm,NOUN
6741,-,PUNCT
6742,whalemen,PROPN
6743,pictorial,NOUN
6744,sleeps,VERB
6745,pumps,PROPN
6746,withstand,PROPN
6747,unicornism,NOUN
6748,denied,VERB
6749,baling,NOUN
6750,arrange,NOUN
6751,captains,NOUN
6752,contemplating,VERB
6753,dancing,VERB
6754,rural,ADJ
6755,lavish,ADJ
6756,salutes,NOUN
6757,chucks,AUX
6758,olfactories,VERB
6759,long,ADJ
6760,-,PUNCT
6761,togs,NOUN
6762,cask,NOUN
6763,battering,NOUN
6764,-,PUNCT
6765,ram,NOUN
6766,knock,NOUN
6767,carcase,NOUN
6768,quakers,NOUN
6769,cowards,NOUN
6770,.,PUNCT
6771,semicircular,ADJ
6772,wholesome,ADJ
6773,colony,NOUN
6774,scruples,NOUN
6775,worm,NOUN
6776,-,PUNCT
6777,pipe,NOUN
6778,latch,NOUN
6779,-,PUNCT
6780,key,ADJ
6781,clothed,VERB
6782,square,NOUN
6783,-,PUNCT
6784,toed,VERB
6785,fools,NOUN
6786,',PUNCT
6787,we,PRON
6788,dumbest,VERB
6789,vernal,ADJ
6790,fix,NOUN
6791,finished,VERB
6792,pitchpoled,VERB
6793,roomy,ADJ
6794,baptismal,ADJ
6795,throat,NOUN
6796,swain,NOUN
6797,studs,NOUN
6798,transform,VERB
6799,obtruding,VERB
6800,anomaly,NOUN
6801,radical,ADJ
6802,lightning,NOUN
6803,-,PUNCT
6804,rod,NOUN
6805,seethings,NOUN
6806,brings,VERB
6807,expiring,VERB
6808,accompaniments,NOUN
6809,stepmother,NOUN
6810,gape,VERB
6811,ebonness,ADJ
6812,sea,NOUN
6813,-,PUNCT
6814,unicorn,NOUN
6815,chased,VERB
6816,facetious,ADJ
6817,sledge,NOUN
6818,spreads,VERB
6819,scales,PROPN
6820,gown,PROPN
6821,canvas,PROPN
6822,coax,ADV
6823,hummed,VERB
6824,incomputable,ADJ
6825,resounds,NOUN
6826,visitants,NOUN
6827,rue,VERB
6828,structure,NOUN
6829,andromeda,PROPN
6830,group,NOUN
6831,sallies,NOUN
6832,tub,ADV
6833,misnamed,VERB
6834,cherished,VERB
6835,planets,NOUN
6836,strait,PROPN
6837,tearin,NOUN
6838,killer,NOUN
6839,fabricated,VERB
6840,rousing,ADJ
6841,assassins,NOUN
6842,fought,VERB
6843,monomaniac,NOUN
6844,droopings,PROPN
6845,edict,NOUN
6846,presumption,NOUN
6847,struggle,NOUN
6848,objected,VERB
6849,wrecks,NOUN
6850,comparing,VERB
6851,apple,NOUN
6852,-,PUNCT
6853,dumpling,VERB
6854,include,VERB
6855,cane,NOUN
6856,undetached,ADJ
6857,tossed,VERB
6858,omniscient,NOUN
6859,life,NOUN
6860,-,PUNCT
6861,principle,NOUN
6862,hoist,VERB
6863,splendors,NOUN
6864,elephants,VERB
6865,flood,VERB
6866,ever,ADV
6867,-,PUNCT
6868,rolling,VERB
6869,artificial,ADJ
6870,code,NOUN
6871,deliberate,ADJ
6872,traps,NOUN
6873,shuddering,VERB
6874,european,PROPN
6875,savage,PROPN
6876,encouraged,VERB
6877,a,DET
6878,-,PUNCT
6879,h,NOUN
6880,-,PUNCT
6881,o,INTJ
6882,-,PUNCT
6883,y,X
6884,biggest,ADJ
6885,casts,NOUN
6886,event,NOUN
6887,wintry,NOUN
6888,confused,VERB
6889,matter,NOUN
6890,males,NOUN
6891,raving,VERB
6892,agonized,VERB
6893,fossiliferous,ADJ
6894,remains,NOUN
6895,ruggedest,X
6896,murmuring,NOUN
6897,thighs,NOUN
6898,1836,NUM
6899,entitle,NOUN
6900,excuse,NOUN
6901,detailed,ADJ
6902,differences,NOUN
6903,fair,ADJ
6904,halters,NOUN
6905,floundering,VERB
6906,character,NOUN
6907,awful,ADJ
6908,hill,NOUN
6909,-,PUNCT
6910,sides,NOUN
6911,tiles,NOUN
6912,jeopardize,VERB
6913,nourishing,VERB
6914,eternally,ADV
6915,aggravate,ADJ
6916,suckling,VERB
6917,torsoes,NOUN
6918,aquarius,NOUN
6919,porches,VERB
6920,starboard,ADV
6921,required,VERB
6922,step,NOUN
6923,leech,PROPN
6924,mealy,PROPN
6925,-,PUNCT
6926,mouthed,ADJ
6927,stirrings,NOUN
6928,squatted,VERB
6929,cloud,NOUN
6930,-,PUNCT
6931,shadows,PROPN
6932,pall,VERB
6933,barreller,NOUN
6934,lionel,NOUN
6935,danes,NOUN
6936,do,AUX
6937,n't,PART
6938,candle,VERB
6939,deliver,VERB
6940,devious,ADJ
6941,-,PUNCT
6942,cruising,VERB
6943,sucked,VERB
6944,savannas,NOUN
6945,stagger,NOUN
6946,100,NUM
6947,.,PUNCT
6948,consulted,VERB
6949,walter,NOUN
6950,ruptured,VERB
6951,half,ADV
6952,-,PUNCT
6953,pretending,VERB
6954,neighbors,NOUN
6955,seventh,ADJ
6956,moss,ADJ
6957,-,PUNCT
6958,bearded,ADJ
6959,stiletto,NOUN
6960,-,PUNCT
6961,like,ADJ
6962,principles,NOUN
6963,qualified,ADJ
6964,stabs,NOUN
6965,tribute,NOUN
6966,scrutinized,VERB
6967,pilots,NOUN
6968,seth,PROPN
6969,stubbs,PROPN
6970,iv,PROPN
6971,.,PUNCT
6972,crescentic,ADJ
6973,anger,NOUN
6974,-,PUNCT
6975,glow,NOUN
6976,moisture,NOUN
6977,imminent,ADJ
6978,suggestions,NOUN
6979,egypt,PROPN
6980,74,NUM
6981,.,PUNCT
6982,oilpainting,VERB
6983,thrill,NOUN
6984,correspondence,NOUN
6985,spouts,VERB
6986,revelations,PROPN
6987,skrimmage,NOUN
6988,sooth,NOUN
6989,agency,NOUN
6990,infesting,VERB
6991,ardour,NOUN
6992,indulged,VERB
6993,lascars,NOUN
6994,manufacturing,VERB
6995,alternating,VERB
6996,reciprocating,VERB
6997,ebon,PROPN
6998,sea,PROPN
6999,-,PUNCT
7000,hawks,NOUN
7001,unprepared,ADJ
7002,check,NOUN
7003,belfast,PROPN
7004,wreck,PROPN
7005,deliverer,PROPN
7006,coffee,NOUN
7007,-,PUNCT
7008,mill,NOUN
7009,',PUNCT
7010,tis,NOUN
7011,after,ADP
7012,-,PUNCT
7013,oar,NOUN
7014,sea,NOUN
7015,-,PUNCT
7016,storm,NOUN
7017,primers,NOUN
7018,broiling,VERB
7019,pestilent,NOUN
7020,swelling,VERB
7021,impairing,VERB
7022,unseen,ADJ
7023,contemporary,ADJ
7024,germain,NOUN
7025,manufacturer,NOUN
7026,billion,NUM
7027,uninjurable,ADJ
7028,sibbald,NOUN
7029,icily,ADV
7030,barbs,NOUN
7031,saw,VERB
7032,stand,NOUN
7033,-,PUNCT
7034,point,NOUN
7035,abominate,NOUN
7036,planted,VERB
7037,anchor,NOUN
7038,eventuated,VERB
7039,quick,ADJ
7040,promptitude,NOUN
7041,subservient,VERB
7042,obliquely,ADV
7043,sprains,VERB
7044,superlative,ADJ
7045,unalterable,ADJ
7046,weakling,NOUN
7047,underneath,ADP
7048,predicted,VERB
7049,knots,NOUN
7050,hydrants,NOUN
7051,carcases,NOUN
7052,monkey,PROPN
7053,inveterate,PROPN
7054,plan,NOUN
7055,communion,NOUN
7056,ice,NOUN
7057,-,PUNCT
7058,isles,NOUN
7059,scare,NOUN
7060,-,PUNCT
7061,crow,NOUN
7062,ashore,ADV
7063,assailing,VERB
7064,tiger,NOUN
7065,-,PUNCT
7066,yellow,ADJ
7067,lovers,NOUN
7068,portentous,ADJ
7069,hovers,NOUN
7070,uncivilized,VERB
7071,wan,PROPN
7072,endwise,NOUN
7073,oak,PROPN
7074,time,NOUN
7075,collar,NOUN
7076,emblematical,ADJ
7077,bulks,NOUN
7078,fort,PROPN
7079,rigged,VERB
7080,intermixture,NOUN
7081,landed,VERB
7082,totality,NOUN
7083,drinks,VERB
7084,nick,NOUN
7085,-,PUNCT
7086,name,NOUN
7087,share,NOUN
7088,multitudinous,ADJ
7089,brained,VERB
7090,expostulations,NOUN
7091,distrusting,VERB
7092,odious,ADJ
7093,procession,NOUN
7094,twine,NOUN
7095,reminiscence,NOUN
7096,bedarned,VERB
7097,mutineers,NOUN
7098,satin,VERB
7099,lawyer,PROPN
7100,satan,PROPN
7101,effaced,VERB
7102,twitched,VERB
7103,banished,VERB
7104,denote,ADJ
7105,pierce,NOUN
7106,giddy,NOUN
7107,squalls,NOUN
7108,sebastian,ADJ
7109,westward,ADJ
7110,hatchway,NOUN
7111,stroll,NOUN
7112,watches,VERB
7113,limestone,VERB
7114,pyramidical,ADJ
7115,weltering,NOUN
7116,privation,NOUN
7117,flakes,VERB
7118,imports,NOUN
7119,mutually,ADV
7120,triumphantly,ADV
7121,unconsciousness,NOUN
7122,wrecked,VERB
7123,containing,VERB
7124,darkey,NOUN
7125,paddled,VERB
7126,produce,NOUN
7127,found,VERB
7128,discoverers,NOUN
7129,jogs,VERB
7130,panic,NOUN
7131,-,PUNCT
7132,striking,VERB
7133,angularly,ADV
7134,occasioned,VERB
7135,honours,ADJ
7136,impersonated,VERB
7137,minds,NOUN
7138,tow,NOUN
7139,foe,PROPN
7140,cove,NOUN
7141,discovered,VERB
7142,dodging,VERB
7143,1819,NUM
7144,fragments,NOUN
7145,heaving,VERB
7146,imaginary,ADJ
7147,imbecility,NOUN
7148,portions,NOUN
7149,possibilities,NOUN
7150,foolishly,ADV
7151,retreats,NOUN
7152,distended,VERB
7153,spearings,NOUN
7154,congregated,VERB
7155,restrained,ADJ
7156,strandings,NOUN
7157,admonishing,VERB
7158,comparison,NOUN
7159,imagining,VERB
7160,usefulness,NOUN
7161,dubiously,ADV
7162,furthest,ADJ
7163,dolphins,NOUN
7164,extremity,NOUN
7165,gurgling,VERB
7166,punctiliously,ADV
7167,junior,ADJ
7168,uncomfortableness,ADJ
7169,rechristened,VERB
7170,wills,NOUN
7171,lifted,VERB
7172,superstitious,ADJ
7173,cod,NOUN
7174,-,PUNCT
7175,chowder,NOUN
7176,erectly,ADV
7177,rips,NOUN
7178,owen,NOUN
7179,howlings,NOUN
7180,softener,NOUN
7181,distilled,VERB
7182,moon,NOUN
7183,-,PUNCT
7184,lit,VERB
7185,sublimity,NOUN
7186,timber,NOUN
7187,standpoint,NOUN
7188,risked,VERB
7189,belief,NOUN
7190,mast,PROPN
7191,'s,PART
7192,columbus,NOUN
7193,beggars,NOUN
7194,fuss,VERB
7195,unsurrendered,ADJ
7196,saint,NOUN
7197,three,NUM
7198,-,PUNCT
7199,year,NOUN
7200,resembling,VERB
7201,angle,NOUN
7202,cetological,ADJ
7203,archy,NOUN
7204,bewitched,VERB
7205,suitable,ADJ
7206,credulities,NOUN
7207,buckle,VERB
